Location,Scene,Offence,Year,Measure,Value,Flags
"Waitemata District","Total Scene","Acts intended to cause injury","2008","Resolved",3534,
"Waitemata District","Total Scene","Acts intended to cause injury","2009","Resolved",3628,
"Waitemata District","Total Scene","Acts intended to cause injury","2010","Resolved",3281,
"Waitemata District","Total Scene","Acts intended to cause injury","2011","Resolved",3270,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2002","Resolved",1065,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2003","Resolved",1106,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2004","Resolved",1115,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2005","Resolved",1012,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2006","Resolved",951,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2007","Resolved",1201,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2008","Resolved",1097,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2009","Resolved",1089,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2010","Resolved",841,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2011","Resolved",923,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2012","Resolved",834,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2013","Resolved",658,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2014","Resolved",626,
"Waitemata District","Total Scene","Acts intended to cause injury","2012","Resolved",2936,
"Waitemata District","Total Scene","Acts intended to cause injury","2013","Resolved",2499,
"Waitemata District","Total Scene","Acts intended to cause injury","2014","Resolved",2011,
"Waitemata District","Total Scene","Sexual assault and related offences","1994","Resolved",101,
"Waitemata District","Total Scene","Sexual assault and related offences","1995","Resolved",110,
"Waitemata District","Total Scene","Sexual assault and related offences","1996","Resolved",87,
"Waitemata District","Total Scene","Sexual assault and related offences","1997","Resolved",87,
"Waitemata District","Total Scene","Sexual assault and related offences","1998","Resolved",83,
"Waitemata District","Total Scene","Sexual assault and related offences","1999","Resolved",130,
"Waitemata District","Total Scene","Sexual assault and related offences","2000","Resolved",123,
"Waitemata District","Total Scene","Sexual assault and related offences","2001","Resolved",124,
"Waitemata District","Total Scene","Sexual assault and related offences","2002","Resolved",159,
"Waitemata District","Total Scene","Sexual assault and related offences","2003","Resolved",131,
"Waitemata District","Total Scene","Sexual assault and related offences","2004","Resolved",130,
"Waitemata District","Total Scene","Sexual assault and related offences","2005","Resolved",150,
"Waitemata District","Total Scene","Sexual assault and related offences","2006","Resolved",165,
"Waitemata District","Total Scene","Sexual assault and related offences","2007","Resolved",212,
"Waitemata District","Total Scene","Sexual assault and related offences","2008","Resolved",210,
"Waitemata District","Total Scene","Sexual assault and related offences","2009","Resolved",221,
"Waitemata District","Total Scene","Sexual assault and related offences","2010","Resolved",194,
"Waitemata District","Total Scene","Homicide and related offences","1994","Resolved",11,
"Waitemata District","Total Scene","Homicide and related offences","1995","Resolved",1,
"Waitemata District","Total Scene","Homicide and related offences","1996","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","1997","Resolved",13,
"Waitemata District","Total Scene","Homicide and related offences","1998","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","1999","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","2000","Resolved",8,
"Waitemata District","Total Scene","Homicide and related offences","2001","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","2002","Resolved",10,
"Waitemata District","Total Scene","Homicide and related offences","2003","Resolved",8,
"Waitemata District","Total Scene","Homicide and related offences","2004","Resolved",4,
"Waitemata District","Total Scene","Homicide and related offences","2005","Resolved",6,
"Waitemata District","Total Scene","Homicide and related offences","2006","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","2007","Resolved",5,
"Waitemata District","Total Scene","Homicide and related offences","2008","Resolved",3,
"Waitemata District","Total Scene","Homicide and related offences","2009","Resolved",8,
"Waitemata District","Total Scene","Homicide and related offences","2010","Resolved",8,
"Waitemata District","Total Scene","Homicide and related offences","2011","Resolved",4,
"Waitemata District","Total Scene","Homicide and related offences","2012","Resolved",0,
"Waitemata District","Total Scene","Homicide and related offences","2013","Resolved",6,
"Waitemata District","Total Scene","Unlawful entry with intent/burglary, break and enter","2013","Resolved",550,
"Waitemata District","Total Scene","Unlawful entry with intent/burglary, break and enter","2014","Resolved",368,
"Waitemata District","Total Scene","Homicide and related offences","2014","Resolved",11,
"Waitemata District","Total Scene","Acts intended to cause injury","1994","Resolved",1975,
"Waitemata District","Total Scene","Acts intended to cause injury","1995","Resolved",1932,
"Waitemata District","Total Scene","Acts intended to cause injury","1996","Resolved",2115,
"Waitemata District","Total Scene","Acts intended to cause injury","1997","Resolved",2222,
"Waitemata District","Total Scene","Acts intended to cause injury","1998","Resolved",2209,
"Waitemata District","Total Scene","Acts intended to cause injury","1999","Resolved",2106,
"Waitemata District","Total Scene","Acts intended to cause injury","2000","Resolved",2476,
"Waitemata District","Total Scene","Acts intended to cause injury","2001","Resolved",2814,
"Waitemata District","Total Scene","Acts intended to cause injury","2002","Resolved",2970,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1994","Resolved",528,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1995","Resolved",595,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1996","Resolved",678,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1997","Resolved",645,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1998","Resolved",605,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","1999","Resolved",624,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2000","Resolved",890,
"Waitemata District","Total Scene","Abduction, harassment and other related offences against a person","2001","Resolved",1055,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1994","Resolved",47,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1995","Resolved",35,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1996","Resolved",48,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1997","Resolved",58,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1998","Resolved",53,
"Waitemata District","Total Scene","Robbery, extortion and related offences","1999","Resolved",52,
